track_id,album_title,album_tracks,artist_latitude,artist_longitude,artist_name,duration,favorites,genre_top,genres,genres_all,interest,listens,title,acousticness,danceability,energy,instrumentalness,liveness,speechiness,tempo,valence,spectral_bandwidth_kurtosis_01,spectral_bandwidth_max_01,spectral_bandwidth_mean_01,spectral_bandwidth_median_01,spectral_bandwidth_min_01,spectral_bandwidth_skew_01,spectral_bandwidth_std_01,spectral_centroid_kurtosis_01,spectral_centroid_max_01,spectral_centroid_mean_01,spectral_centroid_median_01,spectral_centroid_min_01,spectral_centroid_skew_01,spectral_centroid_std_01,spectral_rolloff_kurtosis_01,spectral_rolloff_max_01,spectral_rolloff_mean_01,spectral_rolloff_median_01,spectral_rolloff_min_01,spectral_rolloff_skew_01,spectral_rolloff_std_01,genres_names,genres_all_names,log_duration,log_listens,log_favorites,duration_min,favorites_per_listen,genre_encoded
11880,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,163,1,Hip-Hop,[21],[21],1009,445,4AM,0.4603769889,0.7400728955,0.5647879973,0.0001968424,0.7818144465,0.3432022287,120.049,0.5726741369,0.80303710699,3755.5664062,1791.3214111,1689.4754639,593.71826172,0.88663655519,575.79614258,1.8706971407,7194.9702148,1597.37146,1284.7858887,210.49612427,1.3301604986,1034.5928955,-0.12218604982,10217.504883,3212.8525391,2777.7832031,53.833007812,0.64616066217,1968.6585693,['Hip-Hop'],['Hip-Hop'],5.099866427824199,6.100318952020064,0.6931471805599453,2.716666666666667,0.002242152466367713,7
11881,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,183,0,Hip-Hop,[21],[21],971,305,Bite The Curb,0.8407588114,0.7114501574,0.7293100926,0.6600306584,0.0917015038,0.6790644564,80.109,0.375560796,0.68882024288,3675.9077148,1436.1595459,1372.1298828,415.56808472,0.68097543716,447.16220093,2.6326239109,7045.8789062,1335.7475586,1214.3779297,115.2244339,1.3643461466,706.73101807,0.89194309711,10131.37207,2584.9841309,2293.2861328,53.833007812,1.0168139935,1295.583252,['Hip-Hop'],['Hip-Hop'],5.214935757608986,5.723585101952381,0.0,3.05,0.0,7
11882,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,141,0,Hip-Hop,[21],[21],1097,301,iBeast Playlist (Madlib),0.961171981,0.4296770722,0.626593954,0.0761767001,0.6668128961,0.9172871744,55.535,0.6607136253,-0.30697521567,3684.4633789,1612.1500244,1563.217041,502.17883301,0.36200666428,408.02264404,1.4846405983,7425.1630859,1427.0072021,1201.7991943,161.36677551,1.283770442,822.30633545,-0.49079602957,10282.104492,2798.4211426,2368.6523438,75.366210938,0.5868563056,1516.1809082,['Hip-Hop'],['Hip-Hop'],4.955827057601261,5.71042701737487,0.0,2.35,0.0,7
11883,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,194,1,Hip-Hop,[21],[21],3278,454,Something New,0.1799068357,0.602361462,0.7519328878,1.165e-07,0.1662719944,0.0853362186,150.942,0.5032769296,0.15253604949,4640.6894531,2108.3378906,2122.8288574,519.31439209,0.12513776124,662.96148682,1.4038197994,8418.4521484,2065.9372559,1937.1158447,376.08361816,0.75485372543,1063.1774902,-0.46148195863,10680.46875,4329.8085938,4565.0390625,366.06445312,0.07847712934,1992.5092773,['Hip-Hop'],['Hip-Hop'],5.272999558563747,6.12029741895095,0.6931471805599453,3.2333333333333334,0.002197802197802198,7
11884,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,164,0,Hip-Hop,[21],[21],2145,209,Big Old Will Pt 2,0.5557497406,0.4780150333,0.6984557082,0.0011081918,0.0934272364,0.379353881,99.953,0.5521275148,-0.076879113913,3431.8640137,1757.0205078,1711.7797852,603.00531006,0.46814119816,412.08358765,1.3995051384,7229.1323242,1651.9316406,1422.472168,210.48060608,1.2683062553,836.92913818,-0.1705250293,10249.804688,3385.4370117,3100.78125,107.66601562,0.53556650877,1441.8509521,['Hip-Hop'],['Hip-Hop'],5.10594547390058,5.3471075307174685,0.0,2.7333333333333334,0.0,7
11886,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,238,1,Hip-Hop,[21],[21],2197,268,Big Old Will,0.8466840035,0.4026176258,0.8223454146,0.5524030259,0.3195020762,0.5900355155,83.727,0.7590673641,-0.26942539215,3394.7250977,1602.8249512,1596.1480713,522.66790771,0.16833058,425.30978394,1.1749026775,6329.7832031,1464.7741699,1339.2767334,142.73326111,1.0692994595,743.49884033,-0.19643962383,10228.271484,2896.3796387,2648.5839844,21.533203125,0.60767143965,1397.3757324,['Hip-Hop'],['Hip-Hop'],5.476463551931511,5.594711379601839,0.6931471805599453,3.966666666666667,0.0037174721189591076,7
11887,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,51,0,Hip-Hop,[21],[21],2799,414,La Da Ha Ha (Dilla),0.7931057501,0.7632538005,0.4111654603,0.0002627106,0.3776965586,0.1851158795,93.093,0.9386846078,0.92815560102,3486.6870117,1515.6038818,1510.5437012,737.20391846,0.52443480492,349.4289856,1.9825642109,5806.3349609,1349.4222412,1239.0740967,226.64434814,1.0902957916,602.99230957,0.13505984843,10002.172852,2752.9560547,2680.8837891,118.43261719,0.37298369408,1225.8016357,['Hip-Hop'],['Hip-Hop'],3.9512437185814275,6.028278520230698,0.0,0.85,0.0,7
11888,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,210,0,Hip-Hop,[21],[21],1947,494,Many Levels,0.737072931,0.5258408868,0.6456666631,0.3991895967,0.17940821,0.5925571209,199.275,0.4582972763,0.4289919436,3746.4013672,1462.9929199,1390.9519043,288.90982056,0.65376228094,496.60943604,7.5791516304,8728.8740234,1191.2537842,1051.7902832,116.42559814,1.9317660332,721.67932129,0.87859195471,10594.335938,2404.4057617,2174.8535156,43.06640625,1.0041927099,1486.2420654,['Hip-Hop'],['Hip-Hop'],5.351858133476067,6.20455776256869,0.0,3.5,0.0,7
11889,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,177,0,Hip-Hop,[21],[21],4220,720,Let's Make Films,0.6082767417,0.4018023097,0.6055765042,0.7618987549,0.0966359962,0.1056585638,65.949,0.5684314925,1.9365916252,3525.1162109,1483.2524414,1414.8255615,653.37139893,1.1334109306,391.19366455,4.3920869827,7485.375,1277.194458,1115.8260498,339.57620239,1.922535181,611.12561035,1.9585120678,10314.404297,2633.1264648,2304.0527344,355.29785156,1.4033191204,1192.2615967,['Hip-Hop'],['Hip-Hop'],5.181783550292085,6.580639137284949,0.0,2.95,0.0,7
11890,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,102,0,Hip-Hop,[21],[21],3361,557,Ghetto (OD Poppiyondo Freestyle Butter),0.9836038274,0.4353461881,0.6843386653,0.0951778439,0.1168347122,0.3866133211,117.935,0.6891193517,2.7383201122,3248.7468262,1314.1091309,1323.9752197,455.41671753,0.35632532835,311.59857178,6.5203666687,7631.4780273,1232.4156494,1179.7642822,233.93730164,1.5144784451,544.09820557,2.5817956924,10400.537109,2404.7023926,2465.5517578,204.56542969,0.39510884881,968.19464111,['Hip-Hop'],['Hip-Hop'],4.634728988229636,6.324358962381311,0.0,1.7,0.0,7
11891,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,128,0,Hip-Hop,[21],[21],2442,230,Eraser feat. No Age,0.4205245931,0.4194136537,0.8000064546,0.9170858094,0.1880132322,0.0469445579,98.782,0.8564367068,3.678593874,3670.4846191,1534.0216064,1515.1627197,585.86035156,0.88812273741,327.32196045,6.2222380638,7089.2939453,1439.5787354,1344.2459717,603.46276855,1.7660965919,457.26226807,3.258929491,10206.738281,2785.6530762,2508.6181641,785.96191406,1.4247554541,997.58337402,['Hip-Hop'],['Hip-Hop'],4.859812404361672,5.442417710521793,0.0,2.1333333333333333,0.0,7
11892,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,86,1,Hip-Hop,[21],[21],3653,551,Yo,0.3269082705,0.6505392407,0.3234218787,2.0854e-05,0.2735817366,0.5599526997,90.197,0.766737316,0.041920591146,3397.4777832,1930.204834,2026.3741455,380.2539978,-0.67820650339,401.84179688,-0.22641918063,6985.7207031,1870.4935303,1743.4918213,227.79652405,0.60749179125,911.54602051,-0.8377251029,10335.9375,3894.526123,4382.0068359,43.06640625,-0.49207285047,1614.6734619,['Hip-Hop'],['Hip-Hop'],4.465908118654584,6.313548046277095,0.6931471805599453,1.4333333333333333,0.0018115942028985507,7
11893,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,131,0,Hip-Hop,[21],[21],1846,906,True Fighter,0.3972023168,0.5301591299,0.6717543976,3.176e-07,0.2032012093,0.2034242245,182.599,0.5294089947,0.61586642265,3730.5424805,2138.8945312,2128.4863281,620.28790283,0.31538578868,440.52093506,0.14173810184,7127.2285156,1840.4365234,1671.2382812,385.49700928,0.74465149641,708.89422607,0.0088063944131,10271.337891,3984.965332,4080.5419922,312.23144531,0.27988243103,1439.9428711,['Hip-Hop'],['Hip-Hop'],4.882801922586371,6.810142450115136,0.0,2.183333333333333,0.0,7
11894,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,65,0,Hip-Hop,[21],[21],1379,553,Good Money,0.6334471702,0.535869104,0.3116764681,0.1130667859,0.2657171846,0.4512225266,113.028,0.5404973508,-0.76660466194,3904.7844238,1981.1563721,2023.6329346,497.69607544,0.14074996114,671.85211182,-0.058659110218,7332.7070312,1769.8757324,1694.9777832,123.29007721,0.27373814583,783.05926514,-1.0354959965,10432.836914,3538.107666,3186.9140625,75.366210938,0.31198617816,2025.4315186,['Hip-Hop'],['Hip-Hop'],4.189654742026425,6.317164686747284,0.0,1.0833333333333333,0.0,7
11895,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,171,0,Hip-Hop,[21],[21],1616,622,Hood Hippie 2,0.88153345,0.3717123194,0.6378809304,0.6989941371,0.1183968087,0.243211677,152.1,0.5674059606,0.3684874177,4013.4731445,1450.550293,1434.1296387,391.02682495,0.14759933949,396.8059082,3.3939480782,6789.8662109,1206.9741211,1138.0289307,156.60803223,1.4151159525,596.19433594,0.67565375566,10239.038086,2408.2785645,2282.5195312,139.96582031,0.76108527184,1223.1538086,['Hip-Hop'],['Hip-Hop'],5.147494476813453,6.434546518787453,0.0,2.85,0.0,7
11896,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,120,0,Hip-Hop,[21],[21],3516,615,Death By Design,0.0672374473,0.3220909818,0.8305423183,0.5206678529,0.3826061437,0.3326693747,82.768,0.3193855287,-0.93610566854,3357.6022949,1714.2110596,1494.1086426,557.24938965,0.43729498982,744.08209229,0.17473962903,7068.0541992,1569.6782227,1203.5072021,292.51693726,0.98725175858,936.70147705,-0.80254417658,10185.205078,3269.3212891,2228.6865234,484.49707031,0.74291926622,2024.9991455,['Hip-Hop'],['Hip-Hop'],4.795790545596741,6.423246963533519,0.0,2.0,0.0,7
11897,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,138,0,Hip-Hop,[21],[21],2548,432,Panickyao Purp,0.6820226384,0.6410358419,0.7192935177,0.0097282497,0.1134844359,0.6993701842,131.361,0.8243645041,1.2126903534,3643.111084,1659.2988281,1610.7407227,634.91125488,0.71953505278,338.64294434,2.2845532894,7583.9824219,1594.8833008,1422.2666016,240.5149231,1.3928980827,757.09307861,0.17880944908,10540.50293,3135.2199707,2885.4492188,129.19921875,0.5869499445,1300.8618164,['Hip-Hop'],['Hip-Hop'],4.9344739331306915,6.07073772800249,0.0,2.3,0.0,7
11898,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,160,0,Hip-Hop,[21],[21],3987,551,What Ya Want,0.2568658821,0.8140893859,0.416311543,0.1985263117,0.1047431588,0.3554764585,167.871,0.4624226338,-0.44705182314,3975.2138672,1548.5544434,1569.6391602,353.61706543,0.061922103167,431.89916992,-0.085257269442,7141.9204102,1411.1434326,1218.8221436,83.318412781,0.6917924881,807.52996826,-0.94665706158,10346.704102,2807.4091797,2637.8173828,64.599609375,0.074602924287,1554.8415527,['Hip-Hop'],['Hip-Hop'],5.081404364984463,6.313548046277095,0.0,2.6666666666666665,0.0,7
11899,Mick Boogie &amp; Terry Urban Presents... Extra Levels,20,,,Wildabeast,256,0,Hip-Hop,[21],[21],2142,556,Smoke With A Hippie,0.3986994472,0.5536373355,0.749858249,5.18873e-05,0.2847739053,0.0695239486,166.869,0.9089767838,-0.19167938828,3434.7705078,1794.9222412,1852.1184082,336.04470825,-0.21430245042,506.63656616,0.46022605896,7157.1049805,1519.6298828,1385.1724854,318.1071167,0.82774102688,772.43548584,-0.90546035767,10206.738281,3277.5800781,3552.9785156,290.69824219,0.027775283903,1667.381958,['Hip-Hop'],['Hip-Hop'],5.54907608489522,6.322565239927284,0.0,4.266666666666667,0.0,7
11914,"An Announcement [7"" EP]",3,42.6334247,-71.3161718,Jasmine Love Bomb,258,2,Rock,"[12, 58, 113]","[113, 58, 26, 12]",1344,465,Empire Sun,3.4966e-06,0.426839438,0.4594885973,0.9326229865,0.2100515254,0.0341220434,113.062,0.1325076728,2.8257465363,3833.2978516,1672.5407715,1525.8254395,982.43969727,1.7626821995,504.23477173,6.9356284142,7248.2080078,2051.3581543,1810.8658447,781.65930176,2.4782972336,879.32550049,4.5352945328,10443.603516,3730.3415527,3337.6464844,1754.9560547,2.1455519199,1577.958374,"['Rock', 'Psych-Rock', 'Space-Rock']","['Space-Rock', 'Psych-Rock', 'Post-Rock', 'Rock']",5.556828061699537,6.144185634125646,1.0986122886681098,4.3,0.004291845493562232,13
11915,That River,1,42.6334247,-71.3161718,Jasmine Love Bomb,358,1,Rock,"[12, 58, 113]","[113, 58, 26, 12]",1792,692,That River,0.0001051738,0.3403127776,0.5976816897,0.0439685945,0.0771896898,0.0318025779,124.06,0.0620789064,-0.68932813406,3657.932373,1970.4674072,1986.3679199,953.39178467,0.0093608628958,482.59619141,0.42049601674,6654.9575195,2283.5087891,2176.8686523,619.03918457,0.69697666168,919.61932373,-0.70592069626,9733.0078125,4461.8041992,4532.7392578,689.0625,-0.0043697967194,1658.7768555,"['Rock', 'Psych-Rock', 'Space-Rock']","['Space-Rock', 'Psych-Rock', 'Post-Rock', 'Rock']",5.883322388488279,6.541029999189903,0.6931471805599453,5.966666666666667,0.001443001443001443,13
11916,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,273,2,Hip-Hop,[21],[21],3903,1141,comedi humaine,0.0086164185,0.6161793952,0.593758724,0.3631341032,0.1112107351,0.0395257191,164.054,0.1821698705,0.40165004134,3763.2741699,2034.3751221,2123.769043,351.91162109,-0.74745649099,567.01849365,6.024348259,6646.7338867,1966.0483398,1744.5919189,311.82058716,2.0147676468,1078.4133301,0.44183379412,10012.939453,4307.8212891,4209.7412109,236.86523438,0.36740469933,1875.7905273,['Hip-Hop'],['Hip-Hop'],5.6131281063880705,7.040536390215956,1.0986122886681098,4.55,0.0017513134851138354,7
11917,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,246,1,Hip-Hop,[21],[21],4834,819,court metrage,0.0016616097,0.7250178419,0.5698381794,0.6372173689,0.1143370096,0.4736542406,90.024,0.1560784621,-0.91773277521,3356.875,1820.93396,2146.3486328,255.96847534,-0.66639125347,748.0916748,0.92971223593,6669.9248047,1887.4979248,2110.3369141,57.44802475,0.71336597204,1367.1790771,-0.94611054659,10066.772461,3770.6577148,4834.2041016,53.833007812,-0.12126076967,2473.0812988,['Hip-Hop'],['Hip-Hop'],5.5093883366279774,6.709304340258298,0.6931471805599453,4.1,0.0012195121951219512,7
11918,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,223,5,Hip-Hop,[21],[21],25214,5074,deprecie,8.65852e-05,0.657648884,0.6996942787,0.8651059624,0.1073837178,0.0907042134,129.98,0.1862348653,0.62005645037,3351.0908203,1870.9925537,1974.598877,198.52613831,-0.9194843173,634.29748535,6.8004760742,6818.5073242,1645.6168213,1563.9274902,64.558738708,2.0335130692,1126.1108398,0.81943100691,10034.472656,3735.4960938,3951.3427734,32.299804688,0.24400925636,2013.3393555,['Hip-Hop'],['Hip-Hop'],5.4116460518550396,8.532081803909987,1.791759469228055,3.716666666666667,0.0009852216748768472,7
11919,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,243,4,Hip-Hop,[21],[21],5799,1663,galerie de portraits,0.0031703968,0.7285177506,0.482088658,0.1334646463,0.0777128365,0.1308653238,98.006,0.4711385096,0.8062736392,3501.4431152,2152.1999512,2329.6791992,178.00436401,-1.0644727945,595.05706787,4.4967923164,6948.8066406,2136.5195312,2119.3908691,47.599681854,1.3988716602,1131.9238281,0.28184860945,10088.305664,4664.1064453,5081.8359375,53.833007812,-0.33600115776,1978.4544678,['Hip-Hop'],['Hip-Hop'],5.497168225293202,7.416979621381154,1.6094379124341003,4.05,0.002403846153846154,7
11920,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,294,1,Hip-Hop,[21],[21],5369,1392,Ofura,8.8135e-06,0.6069990881,0.3617659173,0.3467929293,0.1128240676,0.0541547425,160.037,0.0481005043,-0.50498539209,3862.342041,2066.2756348,2356.7832031,220.20376587,-0.90776515007,793.18920898,0.051782090217,6679.2578125,2145.6516113,2156.3195801,50.053394318,0.45233559608,1421.5168457,-0.8741569519,10034.472656,4433.5722656,5318.7011719,43.06640625,-0.46304357052,2555.7937012,['Hip-Hop'],['Hip-Hop'],5.68697535633982,7.239214973779806,0.6931471805599453,4.9,0.0007178750897343862,7
11921,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,134,1,Hip-Hop,[21],[21],9712,984,l'air du temps live,0.9608456321,0.4263088817,0.3013785448,0.0397539553,0.1115961064,0.1023029655,95.502,0.1611145966,1.0466170311,3444.8122559,1528.5368652,1403.2657471,676.44036865,1.1450846195,491.12197876,12.129647255,6644.2451172,1242.6818848,869.20037842,303.95846558,3.4784121513,1193.9552002,7.0212049484,9991.40625,2364.7248535,1733.4228516,215.33203125,2.5268235207,1904.5897217,['Hip-Hop'],['Hip-Hop'],4.90527477843843,6.892641641172089,0.6931471805599453,2.2333333333333334,0.0010152284263959391,7
11922,COMEDIE HUMAINE,7,46.580224,0.340375,WatFatMan,198,4,Hip-Hop,[21],[21],7965,1303,galerie de portraits remix,0.0248273312,0.6567903662,0.4971319354,0.0006088559,0.1035739459,0.2088478558,196.022,0.4092324181,-0.59142708778,3906.1037598,2060.6218262,2184.9052734,176.56288147,-0.27740058303,587.66394043,1.120950222,6706.6552734,2215.8249512,1970.6296387,55.294528961,1.1234562397,1422.3891602,-0.60838413239,10034.472656,4418.3764648,4877.2705078,43.06640625,0.13870799541,2331.2133789,['Hip-Hop'],['Hip-Hop'],5.293304824724492,7.1731917424865985,1.6094379124341003,3.3,0.003067484662576687,7
11933,netBloc Vol. 21: opening your ears with jamendo,20,,,Isolated Atoms,220,20,Rock,[12],[12],10403,6038,Tell Me What I Want,0.0195466817,0.3060435116,0.5059012111,0.4270650139,0.1022847235,0.0470338024,135.952,0.3234834509,0.17704746127,3434.1503906,1960.4440918,1938.4564209,0.0,0.16277676821,334.25234985,1.5980665684,5511.862793,1869.4649658,1747.0440674,0.0,1.12167871,519.3059082,-0.39182582498,9388.4765625,3976.1848145,3757.5439453,0.0,0.5409591794,1195.4415283,['Rock'],['Rock'],5.3981627015177525,8.705993714307901,3.044522437723423,3.6666666666666665,0.003311806590495115,13
11934,netBloc Vol. 21: opening your ears with jamendo,20,,,Amalfi,274,3,Electronic,[286],"[286, 15]",5258,2222,Do It Right,0.6990626404,0.645671523,0.5073857588,0.9313376298,0.0709187898,0.0507791797,85.333,0.5225859497,-0.81272011995,2917.9543457,1853.4802246,1808.7365723,461.7293396,0.030374074355,510.21087646,-0.027035281062,4716.2099609,1655.6489258,1520.7385254,317.20843506,0.72990769148,727.72143555,-1.0778779984,7536.6210938,3483.7211914,3283.8134766,312.23144531,0.23648545146,1631.0839844,['Trip-Hop'],"['Trip-Hop', 'Electronic']",5.616771097666572,7.706612913964197,1.3862943611198906,4.566666666666666,0.001349527665317139,4
